osmotic  Ion str. g(H2O)   g(H)     g(Na)    g(Mg)    g(Ca)    g(K)     g(MgOH)  g(TRISH) g(Cl)    g(SO4)   g(HSO4)  g(OH)    g(TRIS)   [H]      [Na]     [Mg]     [Ca]     [K]     [MgOH]    [TRISH]  [Cl]     [SO4]    [HSO4]   [OH]     [TRIS]  
0.887115 0.142865 0.997492 0.782779 0.750453 0.322548 0.346790 0.716691 0.701548 0.701548 0.796152 0.235698 0.803811 0.701832 1.000000  0.014290 0.000000 0.042860 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.100000 0.000000 0.000000 
0.930927 0.120000 0.996986 0.801088 0.770284 0.360261 0.388945 0.735093 0.718704 0.718704 0.793689 0.264447 0.811810 0.718860 1.000000  0.060000 0.000000 0.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.100000 0.000000 0.000000 
0.969141 1.428570 0.972937 0.869237 0.615232 0.150725 0.174435 0.454580 0.419303 0.419303 0.848717 0.082013 0.883999 0.419562 1.000000  0.142860 0.000000 0.428570 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.055677 1.200000 0.966346 0.894778 0.654414 0.212180 0.261661 0.476941 0.439174 0.439174 0.816847 0.066310 0.912389 0.439319 1.000000  0.600000 0.000000 0.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
0.815487 0.142865 0.997694 0.711155 0.747697 0.251210 0.212517 0.755230 0.707385 0.707385 0.795727 0.242759 0.810498 0.707671 1.000000  0.014290 0.000000 0.042860 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.100000 0.000000 
0.873299 0.120000 0.997172 0.726040 0.766541 0.277242 0.230211 0.774803 0.724242 0.724242 0.792735 0.271232 0.818065 0.724399 1.000000  0.060000 0.000000 0.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.100000 0.000000 
0.655467 1.428570 0.981615 0.486709 0.667675 0.046284 0.026280 0.702113 0.461519 0.461519 0.853886 0.114843 0.973000 0.461804 1.000000  0.142860 0.000000 0.428570 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 
0.761483 1.200000 0.975609 0.492570 0.705234 0.057444 0.031419 0.746994 0.480504 0.480504 0.812074 0.086031 0.998253 0.480663 1.000000  0.600000 0.000000 0.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 
0.881624 0.142865 0.997507 0.757972 0.742369 0.320071 0.319187 0.729888 0.843348 0.701866 0.796704 0.197801 0.828359 0.646842 1.000000  0.014290 0.000000 0.000000 0.042860 0.000000 0.000000 0.000000 0.100000 0.000000 0.000000 0.000000 0.000000 
0.920692 0.120000 0.997019 0.776449 0.762560 0.358622 0.357804 0.748706 0.872138 0.719905 0.795601 0.241911 0.824766 0.686819 1.000000  0.060000 0.000000 0.000000 0.020000 0.000000 0.000000 0.000000 0.100000 0.000000 0.000000 0.000000 0.000000 
0.944158 1.428570 0.973625 0.732344 0.605670 0.150488 0.140512 0.528985 0.775879 0.425724 0.845674 0.068847 0.943546 0.298464 1.000000  0.142860 0.000000 0.000000 0.428570 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 
1.010262 1.200000 0.967770 0.766241 0.649180 0.214142 0.200134 0.559547 0.894609 0.449301 0.828147 0.061495 0.968956 0.358517 1.000000  0.600000 0.000000 0.000000 0.200000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 
