tempK,H,Na,Mg,Ca,K,MgOH,trisH,Cl,SO4,HSO4,OH,tris,osm,aw,gH,gNa,gMg,gCa,gK,gMgOH,gtrisH,gCl,gSO4,gHSO4,gOH,gtris
298.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9323806796911438,0.9966462687730678,0.7439639687544062,0.7771901315380979,0.2776377493412234,0.22566695328261202,0.7890719928837406,0.7386266655281192,0.7386266655281192,0.770146270839761,0.30461539836990614,0.7875675772789725,0.7771901315380979,1.00316499806324
298.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9467904014943949,0.9664624253056996,0.5172502592826352,0.667602335224878,0.046180271246672615,0.024227288627531356,0.7397445663412838,0.48131734712884905,0.48131734712884905,0.5941950616510975,0.07073182935651529,0.6882145250271967,0.667602335224878,1.0321045808933844
298.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.861788480606989,0.9953532936571734,0.679863972551727,0.6514550956295995,0.23736223101161358,0.23596593806884938,0.6278084974604574,0.7894687602789459,0.6193161263355913,0.7850580162039329,0.15754416112124017,0.7896983310495587,0.6083280789695393,0.9714067503505308
298.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1086090465691816,0.941844798018658,0.7716834944776723,0.5177961626436961,0.14506726150423593,0.12215202222076985,0.37911537262071,0.5308696369009467,0.3729679549342364,1.1185088477801053,0.060033854303013466,1.1658233704926735,0.28006325191760284,0.7481887449630005
298.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5958806431260049,0.997855345108562,0.6045133987700262,0.6423586460079371,0.16884426361326293,0.14255630517936071,0.6257014342905488,0.5835768562521987,0.6241137209958822,0.7294850196030127,0.16884426361326293,0.7322659494401209,0.5820615272073365,0.9714067503505308
298.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5264432591830817,0.9812110051709277,0.32730294829346435,0.42749919862307695,0.05545703476056576,0.04384851644365615,0.3516623676892103,0.285807459497278,0.3889491637705984,0.8779239676866267,0.05545703476056576,0.8564757208529907,0.2784722366601293,0.7481887449630005
298.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8662800671459248,0.9953291319687564,0.7187232710117761,0.6625410425603464,0.2410259387897665,0.267803871055589,0.6100550937040154,0.5893675067632442,0.5893675067632442,0.7824549975890809,0.15585839103765547,0.7908669918654182,0.6200456650599001,0.9714067503505308
298.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.1803099243214026,0.9382021421267949,1.0659345776257076,0.5372159245974412,0.17753933291032026,0.14868706235302212,0.32133727108501764,0.2912514120534125,0.2912514120534125,1.0991645524675164,0.051275084436248175,1.2019936753647302,0.34431931170445207,0.7481887449630005
298.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7412368366173163,0.9960019988883901,0.6081538974972514,0.6633024324949456,0.1594640975538196,0.12807056447494192,0.6744942743398826,0.6006593513840587,0.6006593513840587,0.7835339884020691,0.16715203660550598,0.8060194172797746,0.6319252804566113,0.9714067503505308
298.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5594843917832966,0.9702152412021366,0.3688797771205477,0.6223763436945082,0.02202432929714112,0.008752521955673038,0.6688733717506017,0.32586095881761407,0.32586095881761407,1.0313146257066972,0.08608466437957767,1.3448271676541381,0.3852349427609207,0.7481887449630005
298.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8581481970453352,0.9953728763434216,0.6792570654287805,0.6510948834313162,0.23703139739317924,0.23509100629151564,0.6313889605461327,0.7885116460594611,0.618911790618403,0.7817809434992393,0.12599532686846637,0.8312853278140586,0.5441595798584119,0.9397306380959061
298.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.042283270590602,0.9452269710149077,0.7588774841703565,0.5192822235112415,0.1403893465503947,0.12060110598340444,0.39889827488773544,0.4983897235743767,0.370316618900827,1.0241845113796826,0.04076470504933901,1.0519223382234402,0.165583967230827,0.5370736731154355
298.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5861130442254461,0.9978904629092336,0.6162302144891911,0.6543418295298945,0.18241586220614317,0.1535105524793389,0.6420308907595909,0.5947012999939253,0.6360108994108157,0.7402631134172579,0.1535105524793389,0.7798484727067041,0.5392625256349141,0.9397306380959061
298.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47330973489434225,0.9830912355659323,0.3486201796709582,0.41791632939759843,0.06260899084917691,0.04588054655115723,0.40021438353096345,0.29080332958600735,0.3957479348619329,0.8095887774021862,0.04588054655115723,0.7933178709067156,0.18222142850362208,0.5370736731154355
298.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.882637976704523,0.9952411424702824,0.7127276039086465,0.656763398074085,0.23251280799491686,0.25762257913368214,0.6086178657912104,0.5842279671617829,0.5842279671617829,0.7728985331304363,0.12060620507226404,0.8257947773050937,0.5504387830346771,0.9397306380959061
298.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.95107348046287,0.9498979072152872,1.0404542024493753,0.49752584590824206,0.12778336669313478,0.10406212211403235,0.31726540368543715,0.26973345077666416,0.26973345077666416,0.9387859464013196,0.03041302729152778,1.0116218211058168,0.19961967654048596,0.5370736731154355
298.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7066092258327383,0.9961884130479549,0.6200047048397833,0.6763360983727107,0.17261353359561815,0.13824365988174897,0.6921635575323999,0.6124621021486649,0.6124621021486649,0.7957169891106901,0.14491015865919932,0.8657031735552131,0.5770399794438735,0.9397306380959061
298.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.31693952277000736,0.9830168707120787,0.38135574575322717,0.644456184022772,0.025676988615431547,0.00992234583921935,0.738378550389586,0.33742142060701574,0.33742142060701574,0.9368150687143499,0.07070134942224449,1.2654821677167827,0.24971302093033176,0.5370736731154355
298.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9266424285971514,0.9966668745666498,0.7969440586572403,0.7763942432005793,0.36623434451542697,0.3679759496902726,0.7679852599447197,0.9025706446584149,0.7611597135169659,0.7679852599447197,0.3020795481417365,0.7552086051595359,0.7833938258779034,1.0058067944476385
298.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8988550872724037,0.9681330538814259,0.8192001908634321,0.6458818697646554,0.21610994436039965,0.2161984362101891,0.6046278171289854,1.0584682447873086,0.5766395712138022,0.6046278171289854,0.07162611854003946,0.5285797928793958,0.6836963708725897,1.059609029509115
298.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7796773819342031,0.9957950990463255,0.6483730545704862,0.682979844859955,0.16390755851638406,0.13327789395062,0.6774613992757631,0.6281903513185618,0.6752466707334992,0.6382972394144202,0.1810903908779129,0.6172322490696531,0.6680982573547825,1.011647307757034
298.15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6496501705227515,0.965498873887478,0.5851410384474457,0.4783723887340991,0.06533223254762063,0.05839156314726821,0.49523130543807586,0.3647195177872773,0.5122617003499969,0.43963890011024803,0.03220412681764746,0.29727285344003923,0.5582852245945826,1.1227712954172482
298.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9194467805786462,0.9966927144070772,0.8241741026130546,0.786489816426296,0.37050839894376064,0.40403894712663635,0.7565636194075485,0.7393882828793952,0.7393882828793952,0.7675189407059911,0.3013812205378319,0.7565636194075485,0.7917836279301145,1.0058067944476385
298.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8452373682674184,0.9700051459665024,0.9603109524648397,0.6791904057659961,0.2361405285568046,0.3097185996592507,0.5390378079777061,0.4865441890594053,0.4865441890594053,0.6019684466507007,0.06624364590975683,0.5390378079777061,0.7659415460105177,1.059609029509115
298.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9402811147524441,0.9966178993741717,0.7387109947958346,0.7746406030585574,0.2728095371625045,0.22316623360119767,0.7902676821663206,0.7379726530334485,0.7379726530334485,0.7592922325557475,0.2983437222249677,0.7551151057310537,0.7902676821663206,1.0058067944476385
298.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.999263987261582,0.9646369351313746,0.4809167968061698,0.6447483897991599,0.03844486480530794,0.02150213175072746,0.7495495331538996,0.47613159472513084,0.47613159472513084,0.5362345063401596,0.06000367074368239,0.5275017910001749,0.7495495331538996,1.059609029509115
298.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.9883461292544353,0.9964453217769537,0.7812224803658034,0.7635998728942218,0.33955213168920856,0.33890561859300405,0.753505282791041,0.8855531275316206,0.7468084286201444,0.8855531275316206,0.2551807445208169,0.7241482025017496,0.7178036552709749,1.0
298.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9464425962321699,0.9664745365316278,0.6499747373288712,0.5253273710353005,0.08960573435631392,0.0820089764109101,0.47924794772159873,0.8389768377702422,0.4570635409920659,0.8389768377702422,0.016775361316455472,0.3781688533857346,0.34631224072597505,1.0
298.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.7412368366173163,0.9960019988883901,0.6483652302437289,0.690484331945836,0.1680234910136394,0.13475759507211246,0.6814892712651177,0.6319252804566113,0.6792613749717924,0.8066235542820501,0.1594640975538196,0.6006593513840587,0.5990996655406795,1.0
298.15,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5594843917832966,0.9702152412021366,0.4085350387852678,0.5408350102159051,0.09067949725985143,0.06478131238159167,0.523088001325791,0.3852349427609207,0.5410763537147528,0.588369056398279,0.02202432929714112,0.32586095881761407,0.31749776650955297,1.0
298.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.9102589752601892,0.9967257091324935,0.8254599163975729,0.7901902053168597,0.3739236928230867,0.40516196879653976,0.7583010989869677,0.7410863185895591,0.7410863185895591,0.9040941375660527,0.2774543023368177,0.7410863185895591,0.7410863185895591,1.0
298.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.822056696625866,0.9708156322874911,1.004058395820816,0.7154772696492583,0.26417727430649857,0.32501047929053517,0.5543709425177902,0.5003841227340623,0.5003841227340623,1.0837888228172825,0.04708960262288007,0.5003841227340623,0.5003841227340623,1.0
298.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.9102589752601892,0.9967257091324935,0.7410863185895591,0.7797782023126506,0.2774543023368177,0.22551784558140323,0.7936019917128251,0.7410863185895591,0.7410863185895591,0.8961730132201831,0.2767338581340558,0.7410863185895591,0.7410863185895591,1.0
298.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.822056696625866,0.9708156322874911,0.5003841227340623,0.6940485541180474,0.04708960262288007,0.024704345888450663,0.7877290432899386,0.5003841227340623,0.5003841227340623,0.9924914025660956,0.04588105219120425,0.5003841227340623,0.5003841227340623,1.0
298.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9229400958609358,0.9966801696979306,0.7958699708228786,0.7788665870240109,0.3674341303269669,0.3668372294715927,0.7685701749629786,0.9032580629626912,0.7617394300440277,0.7617394300440277,0.3021343007425021,0.738626156188793,0.7321547619111637,1.012691866678336
298.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8842328224117009,0.9686432396773906,0.8123278882635683,0.6688047724477928,0.2292060955175697,0.21573072177156055,0.6101401379302531,1.0681181754685125,0.581896726464001,0.581896726464001,0.07318314233596271,0.4814543233051783,0.44089703321218554,1.1344182903103772
298.15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.7777397768780367,0.9958055268546251,0.6431099292538294,0.6864646905766068,0.16415644933625584,0.1316561642344117,0.6775219944700838,0.6282465394887649,0.6753070678325387,0.6294422913261482,0.18000859640597314,0.5971626244259918,0.5956120182640028,1.025544816836453
298.15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.7021767926881688,0.9627619011329904,0.38242013643497147,0.5180420483619453,0.07686957464718358,0.05491552201253831,0.50104296978147,0.3689995933672918,0.5182732206753871,0.418749365929331,0.03683102704930779,0.31212786783103097,0.30411713407253543,1.2869048573907194
298.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.9102589752601892,0.9967257091324935,0.8245111831199086,0.7901902053168597,0.3739236928230867,0.40516196879653976,0.7583010989869677,0.7410863185895591,0.7410863185895591,0.7624445120332766,0.3034931967755401,0.7410863185895591,0.7410863185895591,1.012691866678336
298.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.822056696625866,0.9708156322874911,0.9925778638524453,0.7154772696492583,0.26417727430649857,0.32501047929053517,0.5543709425177902,0.5003841227340623,0.5003841227340623,0.5904338889271538,0.07809326680381319,0.5003841227340623,0.5003841227340623,1.1344182903103772
298.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.9102589752601892,0.9967257091324935,0.7402345591787134,0.7797782023126506,0.2774543023368177,0.22551784558140323,0.7936019917128251,0.7410863185895591,0.7410863185895591,0.7557644357716381,0.3027051393824736,0.7410863185895591,0.7410863185895591,1.012691866678336
298.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.822056696625866,0.9708156322874911,0.49466266674960513,0.6940485541180474,0.04708960262288007,0.024704345888450663,0.7877290432899386,0.5003841227340623,0.5003841227340623,0.540696255771093,0.0760890101091333,0.5003841227340623,0.5003841227340623,1.1344182903103772
298.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.999379858,0.9982012369027692,1.0,1.00316499806324,0.9714067503505308,0.9397306380959061,1.0058067944476385,1.0,1.012691866678336,1.0,1.0,1.0,1.0,0.9987509676909944
298.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9955138,0.982225679237668,1.0,1.0321045808933844,0.7481887449630005,0.5370736731154355,1.059609029509115,1.0,1.1344182903103772,1.0,1.0,1.0,1.0,0.9901237932341015
298.15,0.025,0.075,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9359780678395362,0.9966333509363026,0.7998519685756833,0.7790152494575975,0.37003692219569584,0.36943117515726076,0.7661222290892293,0.9018147739639649,0.7602903455072036,0.7820644342097447,0.30067445651290886,0.7949104048820139,0.7593912143592962,1.0023485209651575
298.15,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9415447752236595,0.9966133618144218,0.7968841942591556,0.781701783094892,0.3695399164120827,0.36888886897685796,0.7672850843987647,0.9016909587042655,0.7597223889057895,0.7909287229827754,0.2897944914316352,0.8124225741504723,0.7402319372097736,1.0007822282810919
298.15,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9680861006094242,0.9657211585298083,0.8549506528633419,0.667895608730191,0.2404980629692099,0.2268913860862644,0.5874131201462978,1.0486861290759213,0.5686741936174137,0.6920165372255155,0.06579526603428429,0.7329445065988802,0.5507744929357794,1.021504713951913
298.15,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0196267373399026,0.9639294696166052,0.8249777546940877,0.6898295634665621,0.23709999927388833,0.2225031774686291,0.5937397102675687,1.0469181421907225,0.5624883068704,0.7684522721734836,0.050679412066532946,0.8750757712225647,0.46827474769738764,1.0071174595673091
298.15,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7787378856697895,0.9958001552163064,0.6510987591809598,0.6884209189987676,0.16823403567228323,0.13486667458014406,0.675479411619583,0.6277728078362784,0.674409952780052,0.6598216206178283,0.17984720158394504,0.675270821504562,0.6343510105068262,1.004751251570457
298.15,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7609829054338383,0.9958957135880289,0.6472438930585351,0.6942709488957157,0.16911566316347446,0.13567023159316569,0.6800419769467572,0.6285654622384497,0.6744853889835349,0.6754299895779592,0.17008851395450386,0.705027926760689,0.6087165705264032,1.001581248857645
298.15,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6518887482903317,0.9653820710998167,0.43247839816953415,0.5327588880989359,0.09185373807919311,0.06322927459766198,0.5238494879361174,0.36606396391172147,0.5112021440011321,0.5689101249625313,0.030491605046895964,0.5856398516854976,0.43538518093025325,1.0485413417442293
298.15,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6246762770671748,0.9668029011378771,0.41491282683424335,0.5902847324863734,0.10044964358713494,0.07533873670274963,0.6872791007749574,0.37741453532480457,0.5210266336826676,0.720074692951155,0.026436400317744545,0.8892012948364583,0.3515071618736222,1.0159254799902326
298.15,0.025,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9429197333633917,0.9966084246297918,0.8252754717510915,0.7872254799478605,0.3711594369796616,0.40217792108279876,0.752903876282357,0.7370018395364563,0.7367899819635749,0.7797101554210006,0.2976463855918133,0.7944416423343461,0.7656764563096429,1.0023728106699907
298.15,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9529401608483571,0.9965724441271616,0.8216260853467727,0.7893058472546508,0.3703105573791095,0.40128032734409036,0.7534093737549221,0.7363415399747553,0.7357067192023391,0.7880243195598864,0.2866605431389533,0.8112503621100741,0.7457699419390407,1.0007903121321895
298.15,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9805152163419255,0.9652887850965841,0.9815312840733983,0.6790591622626889,0.2384188212391345,0.2951948611734792,0.5070920063581201,0.46794907418769477,0.46660565269315496,0.6679867075246553,0.05960410430461042,0.7264926842871082,0.5980855943229081,1.0239830768837097
298.15,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0588181431516732,0.9625692977998732,0.9468615706881468,0.6949551242839015,0.2426265358703576,0.3042560680908778,0.5057444378251951,0.464958657502499,0.4609656337500693,0.7453196788568609,0.04832071429795092,0.8551229398474018,0.5045868426191759,1.0079312873357154
298.15,0.025,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9275252535834051,0.9966637043553331,0.7432435103454208,0.7792377090940402,0.27845374624680347,0.2263211513299921,0.7903996378391793,0.7392408124005578,0.7390283112155018,0.7752015788152473,0.30014245337600837,0.7968551143012786,0.7680025411528463,1.0023728106699907
298.15,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9164644013679278,0.9967034244384377,0.7418046859383218,0.7833490620019932,0.28009294192383843,0.22763524239212268,0.793061632954581,0.7404706385065143,0.7398322579220041,0.7854237443142031,0.29139263990507736,0.8157995183062496,0.7499519110459256,1.0007903121321895
298.15,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9223569752772626,0.9673136119166063,0.5129811632357411,0.6863618710647393,0.04786705901385058,0.02510217545991835,0.7533404524818816,0.4860148240801811,0.4846195381455573,0.6332706677435282,0.0649892268935782,0.7545398284252492,0.6211754247282629,1.0239830768837097
298.15,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8599901228429981,0.9694896847429851,0.5045483845693666,0.7254771766226612,0.05142772060971407,0.026947870783863567,0.7812864603992711,0.49554776226336206,0.4912920419896292,0.720379728459494,0.054864867031023924,0.9113805119311496,0.5377830409064357,1.0079312873357154
298.15,0.01429,0.0,0.04286,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.881067590413452,0.9975087555233926,0.7361751877903399,0.7209442015791678,0.31781637686478903,0.31728659054172864,0.706905863860565,0.8191243866289745,0.7008779673385436,0.7981603088120403,0.2215164277981155,0.8040875987781944,0.6957789196794026,0.987643292899651
298.15,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9180531255504221,0.9970274559136669,0.766042761396424,0.7523024616916681,0.3448372831941979,0.3442270897697437,0.7377020251345252,0.8604628856064154,0.730461149168069,0.7972336041362904,0.24868795419949916,0.8136787301868773,0.7140842705827788,0.9942147990968442
298.15,0.14286,0.0,0.42857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9632950332601408,0.9730982562446969,0.6662989949202677,0.5485514303312227,0.14843161183252043,0.1388298936535101,0.4677367569496909,0.7127173413307959,0.45208645057310287,0.875410615274158,0.07123876872153509,0.9103945828097285,0.3876239289323341,0.8830900011633738
298.15,0.6,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0110511583178932,0.9677462583117998,0.7339469732038748,0.6205018318882238,0.1888607134960007,0.17664761514892574,0.5288722203839238,0.8607517734660204,0.5030060354601483,0.8458451463495225,0.055746697937207,0.9451062758443507,0.4098991899997905,0.9436310746265785
