tempK,pres,Na,Ca,K,Sr,Cl,Br,F,Mg,MgOH,HSO4,SO4,CO2,HCO3,CO3,BOH3,BOH4,H,OH,osm,aw,gNa,gCa,gK,gSr,gCl,gBr,gF,gMg,gMgOH,gHSO4,gSO4,gCO2,gHCO3,gCO3,gBOH3,gBOH4,gH,gOH
2.981499999999999773e+02,1.010324999999999918e+01,4.860596999999999834e-01,1.065679999999999926e-02,1.057969999999999917e-02,9.399999999999999448e-05,5.657647000000000093e-01,8.727999999999999647e-04,7.079999999999999976e-05,5.473460578118879982e-02,7.494218811202046915e-06,9.987070768341564335e-10,2.926429900129292466e-02,5.569899981410676788e-06,1.843710215459985063e-03,1.887198845586042679e-04,2.772778127320704267e-04,1.530221872679295701e-04,3.585156757040142313e-09,6.638193207461544712e-06,9.050790345193882036e-01,9.812546677683376961e-01,6.375538894324638273e-01,1.978428604237334465e-01,5.968636487318814687e-01,1.940038867922613264e-01,6.923876259576903225e-01,7.182830745294636055e-01,5.743386024625924957e-01,2.045913515866822907e-01,8.790413407961222836e-01,8.004817413108268331e-01,1.100924437108799780e-01,1.138361666249647852e+00,5.770490409772470741e-01,1.012729407997192271e-01,1.007446695148809468e+00,3.992087180076124842e-01,7.259846654394240817e-01,5.748589824757678324e-01
